gene_A,gene_B,lcbs_length,peak_col_pos,M,time_baseline_us,time_ms_us,speedup,lcbs_sequence
10019_at,10033_at,7,18,132,223.2999831903726,618.099991697818,0.36126838082784085,"[0, 3, 8, 4, 3, 2, 1]"
10018_at,10141_at,7,9,132,221.30002616904676,628.0000088736415,0.3523885717230524,"[5, 6, 5, 4, 2, 1, 0]"
10022_at,10110_at,8,26,132,217.69999875687063,584.8000000696629,0.3722640197177456,"[1, 3, 5, 7, 4, 3, 2, 0]"
10088_at,10178_at,8,10,132,225.39999918080866,589.5000067539513,0.3823579246791889,"[0, 2, 9, 7, 5, 4, 3, 0]"
10007_at,10010_at,8,2,132,226.00000374950469,637.4999938998371,0.3545098131954075,"[7, 9, 8, 6, 5, 4, 3, 0]"
10080_at,10179_at,9,26,132,238.89998556114733,607.900001341477,0.392992243845957,"[0, 1, 3, 7, 9, 6, 4, 3, 0]"
10001_at,10167_at,8,11,132,229.7000028192997,598.7000185996294,0.38366459943758197,"[0, 4, 6, 8, 7, 6, 3, 2]"
10012_at,10101_at,9,21,132,228.599994443357,608.200003625825,0.3758631915168412,"[1, 5, 7, 8, 9, 5, 3, 1, 0]"
10100_at,10170_g_at,9,16,132,256.5999748185277,646.5000042226166,0.3969063776373461,"[1, 3, 5, 7, 9, 7, 5, 2, 1]"
10018_at,10137_at,10,25,132,236.39999562874436,616.9000116642565,0.3832063400209553,"[0, 2, 3, 5, 7, 8, 7, 6, 4, 3]"
10033_at,10066_s_at,8,20,132,227.4000144097954,603.4999969415367,0.3768020141876231,"[0, 1, 3, 4, 6, 5, 4, 2]"
10020_at,10179_at,8,26,132,226.50000755675137,621.6000183485448,0.3643822407832489,"[0, 1, 5, 7, 9, 6, 3, 1]"
10080_at,10171_at,9,2,132,229.7000028192997,620.3999801073223,0.37024501963969136,"[4, 7, 9, 7, 5, 4, 3, 1, 0]"
10146_at,10187_at,9,12,132,232.39999427460134,640.5999884009361,0.36278488679763726,"[6, 7, 9, 8, 7, 6, 5, 3, 2]"
10049_at,10056_at,11,7,132,224.29999080486596,649.6999994851649,0.3452362490112447,"[1, 4, 5, 6, 9, 6, 5, 4, 3, 1, 0]"
10128_at,10155_at,9,8,132,227.70001669414341,625.0999867916107,0.3642617525283226,"[0, 3, 5, 8, 9, 8, 5, 1, 0]"
10048_at,10085_at,10,19,132,226.6000083182007,620.3000084497035,0.3653071178969271,"[1, 2, 6, 8, 9, 8, 5, 4, 1, 0]"
10033_at,10180_at,9,8,132,230.30000738799572,607.1999960113317,0.3792819645929277,"[0, 1, 3, 6, 8, 6, 5, 4, 2]"
10037_at,10151_at,8,13,132,234.10000721924007,636.9000184349716,0.3675616273249363,"[5, 6, 9, 7, 5, 4, 3, 2]"
10052_at,10161_g_at,8,11,132,238.1000085733831,625.0999867916107,0.3808990779146479,"[0, 5, 7, 8, 7, 6, 5, 0]"
10001_at,10080_at,9,20,132,257.79998395591974,622.9999999050051,0.4138041476648941,"[0, 3, 4, 5, 8, 6, 4, 3, 2]"
10099_at,10160_at,10,19,132,236.7999986745417,686.2999871373177,0.3450386173869501,"[4, 5, 7, 9, 7, 6, 5, 2, 1, 0]"
10007_at,10167_at,8,8,132,234.7000117879361,633.8999955914915,0.3702476943053734,"[0, 1, 6, 9, 7, 5, 3, 2]"
10026_at,10069_f_at,9,8,132,240.3000253252685,627.1000020205975,0.3831925124397874,"[0, 1, 2, 5, 9, 6, 4, 1, 0]"
10162_at,10186_s_at,8,13,132,236.29999486729503,625.9999936446548,0.37747603397170215,"[6, 7, 9, 7, 6, 5, 4, 3]"
10001_at,10146_at,8,26,132,235.699990298599,622.5999968592077,0.37857370942438223,"[0, 3, 4, 6, 8, 7, 4, 2]"
10088_at,10138_g_at,8,25,132,233.60000341199338,618.8999977894127,0.37744385885662624,"[1, 2, 3, 5, 8, 7, 6, 5]"
10086_at,10097_at,10,11,132,251.79999647662044,626.3999966904521,0.40197956227169707,"[0, 1, 2, 3, 4, 6, 8, 6, 5, 3]"
10078_at,10150_at,10,27,132,265.8999874256551,654.4999778270721,0.406264318462528,"[0, 1, 2, 5, 6, 7, 8, 6, 5, 0]"
10129_at,10170_g_at,9,2,132,237.89997794665396,620.9999846760184,0.38309176138026585,"[7, 8, 9, 8, 7, 5, 4, 2, 1]"
10043_at,10103_at,9,6,132,235.10001483373344,638.9000045601279,0.3679762297006023,"[5, 9, 8, 7, 6, 4, 3, 1, 0]"
10068_i_at,10155_at,9,8,132,233.20000036619604,1202.3999879602343,0.19394544469498814,"[0, 3, 5, 8, 9, 8, 5, 1, 0]"
10060_at,10067_at,9,8,132,246.79998750798404,635.3000062517822,0.38847786097797116,"[3, 8, 9, 8, 6, 5, 4, 1, 0]"
10022_at,10085_at,9,7,132,236.80002777837217,641.9999990612268,0.36884739583276666,"[0, 1, 5, 7, 8, 3, 2, 1, 0]"
10070_at,10158_at,8,3,132,225.09999689646065,628.5000126808882,0.35815432355568133,"[3, 5, 9, 8, 7, 5, 2, 1]"
10128_at,10137_at,8,14,132,229.4000005349517,593.2000058237463,0.3867161130863371,"[3, 4, 5, 8, 6, 5, 4, 3]"
10080_at,10144_at,8,13,132,225.60000070370734,576.9999988842756,0.3909878702598649,"[4, 7, 9, 8, 6, 4, 3, 2]"
10101_at,10131_at,9,19,132,213.0000211764127,563.2000102195889,0.3781960534648518,"[0, 1, 5, 6, 8, 9, 8, 7, 6]"
10038_i_at,10137_at,8,13,132,219.49998335912824,553.0999915208668,0.3968540710976438,"[0, 4, 5, 9, 8, 7, 5, 3]"
10001_at,10125_at,8,26,132,197.19998817890882,522.5999921094626,0.37734403206344436,"[0, 3, 4, 5, 8, 6, 2, 1]"
10003_f_at,10125_at,9,23,132,202.60000019334257,534.4000237528235,0.3791167499780115,"[0, 1, 2, 3, 4, 8, 6, 5, 4]"
10160_at,10178_at,9,10,132,210.3000006172806,535.9000060707331,0.3924239564004096,"[2, 4, 5, 9, 6, 5, 4, 3, 0]"
10040_at,10178_at,8,10,132,199.8000079765916,523.900002008304,0.38137050431510533,"[7, 9, 7, 6, 5, 4, 3, 0]"
10001_at,10075_at,9,1,132,192.69998301751912,516.0000000614673,0.3734495794468298,"[3, 9, 8, 7, 6, 4, 3, 2, 1]"
10141_at,10167_at,8,8,132,193.9999929163605,512.0999994687736,0.3788322458848002,"[1, 2, 6, 9, 8, 7, 5, 3]"
10005_at,10012_at,9,16,132,200.00000949949026,516.0000000614673,0.38759691758849946,"[1, 2, 3, 4, 9, 8, 7, 4, 1]"
10068_i_at,10177_at,9,8,132,194.59999748505652,510.09998423978686,0.38149383159670774,"[0, 1, 3, 7, 9, 8, 5, 3, 1]"
10143_at,10180_at,9,8,132,193.20001592859626,509.79998195543885,0.3789721905982407,"[0, 1, 8, 7, 6, 3, 2, 1, 0]"
10076_at,10100_at,8,7,132,190.19999308511615,502.90001672692597,0.3782063765338757,"[5, 7, 9, 7, 3, 2, 1, 0]"
10045_at,10128_at,9,24,132,196.79998513311148,506.7999882157892,0.3883188431514258,"[0, 3, 4, 8, 9, 8, 5, 1, 0]"
10136_at,10180_at,9,8,132,191.4000022225082,511.39999413862824,0.3742667274466653,"[6, 8, 7, 6, 5, 3, 2, 1, 0]"
10007_at,10100_at,9,4,132,193.59998987056315,519.7999998927116,0.3724509232599515,"[5, 7, 8, 7, 6, 5, 3, 2, 1]"
10085_at,10159_at,10,20,132,205.19999088719487,543.9000087790191,0.3772752115739816,"[0, 1, 5, 7, 8, 9, 6, 4, 3, 2]"
10097_at,10125_at,10,26,132,195.9000073838979,541.2000173237175,0.36197339451805816,"[0, 1, 2, 3, 4, 5, 8, 6, 2, 1]"
10067_at,10077_at,9,21,132,209.10002058371902,549.4999932125211,0.3805277946615894,"[0, 2, 3, 5, 9, 8, 5, 1, 0]"
10111_at,10160_at,10,11,132,207.4000076390803,550.0999977812171,0.3770223749783877,"[0, 2, 4, 5, 7, 6, 4, 3, 1, 0]"
10023_at,10111_at,9,26,132,201.69999334029853,543.7000072561204,0.3709766243304165,"[0, 5, 6, 7, 8, 7, 6, 5, 1]"
10040_at,10137_at,8,25,132,209.69999604858458,623.5000037122518,0.33632717690465663,"[1, 3, 4, 8, 7, 6, 3, 1]"
10039_s_at,10151_at,11,13,132,253.40000865980983,677.5000074412674,0.37402214889536683,"[0, 3, 5, 6, 8, 9, 8, 7, 4, 3, 2]"
10137_at,10181_at,9,26,132,241.30000383593142,651.5999848488718,0.37031922873954193,"[0, 4, 5, 9, 7, 6, 5, 3, 1]"
10018_at,10040_at,9,25,132,238.30001009628177,641.0999922081828,0.37170490249967,"[0, 3, 4, 6, 8, 9, 7, 6, 3]"
10106_at,10160_at,9,19,132,242.6000137347728,546.6000002343208,0.44383463891469654,"[2, 4, 6, 9, 7, 6, 5, 3, 1]"
10022_at,10077_at,8,10,132,199.89997963421047,517.6000122446567,0.3862055156593055,"[4, 6, 7, 5, 3, 2, 1, 0]"
10002_i_at,10038_i_at,8,13,132,196.60001271404326,532.7000108081847,0.36906327900345254,"[0, 5, 6, 4, 3, 2, 1, 0]"
10147_at,10148_at,9,11,132,198.29999655485153,563.8000147882849,0.3517204529150572,"[0, 2, 5, 9, 7, 6, 4, 2, 0]"
10075_at,10099_at,10,16,132,213.29999435693026,549.5999939739704,0.38810043066891364,"[0, 1, 3, 4, 7, 8, 7, 5, 2, 1]"
10125_at,10161_g_at,9,11,132,199.90000873804092,524.200004292652,0.3813430124018849,"[0, 1, 3, 5, 8, 6, 5, 2, 1]"
10077_at,10123_at,6,12,132,198.80000036209822,499.3000184185803,0.3981574064262048,"[4, 7, 6, 5, 3, 1]"
10012_at,10056_at,10,16,132,193.6999906320125,513.7999833095819,0.37699493367889364,"[1, 5, 7, 8, 6, 5, 4, 3, 1, 0]"
10020_at,10043_at,8,28,132,191.60000374540687,540.5000119935721,0.3544865855575327,"[0, 3, 4, 6, 7, 6, 3, 1]"
10069_f_at,10186_s_at,8,25,132,208.79998919554055,543.9000087790191,0.3838940721186379,"[0, 1, 2, 5, 8, 9, 7, 5]"
10012_at,10150_at,9,26,132,208.79998919554055,539.5999760366976,0.38695329590107375,"[1, 2, 3, 6, 9, 8, 6, 4, 3]"
10023_at,10040_at,8,25,132,228.70002430863678,622.4000244401395,0.3674486107457286,"[0, 3, 6, 9, 8, 6, 3, 1]"
10068_i_at,10131_at,9,7,132,251.59999495372176,604.4000037945807,0.41628059790554506,"[0, 1, 3, 6, 9, 6, 4, 2, 1]"
10008_at,10026_at,9,1,132,229.199999012053,630.4999988060445,0.36352101418886745,"[9, 8, 7, 6, 5, 4, 3, 2, 0]"
10043_at,10159_at,9,8,132,237.3000024817884,698.5999934840947,0.339679365438172,"[0, 2, 5, 9, 8, 7, 6, 3, 2]"
10012_at,10151_at,8,13,132,251.6999957151711,668.3999963570386,0.3765709112612274,"[1, 5, 8, 9, 8, 7, 4, 3]"
10155_at,10167_at,9,8,132,249.80001035146415,645.6999981310219,0.3868669832344898,"[0, 1, 2, 4, 5, 9, 7, 6, 5]"
10012_at,10086_at,7,16,132,245.80000899732113,644.9999928008765,0.381085289520622,"[7, 8, 9, 5, 4, 1, 0]"
10137_at,10187_at,9,12,132,249.80001035146415,680.7000027038157,0.3669751863658453,"[3, 4, 5, 9, 8, 7, 6, 5, 3]"
10148_at,10158_at,9,3,132,244.19999681413174,634.9000032059848,0.384627493433646,"[3, 5, 9, 8, 7, 6, 4, 3, 2]"
10054_at,10086_at,9,32,132,248.09999740682542,604.7000060789287,0.41028608386427246,"[0, 1, 2, 3, 4, 5, 6, 5, 3]"
10053_at,10143_at,10,25,132,219.5000124629587,588.9000021852553,0.3727288362174411,"[0, 2, 3, 4, 9, 8, 6, 4, 1, 0]"
10023_at,10106_at,8,8,132,216.39998885802925,579.9999926239252,0.3731034338104622,"[5, 6, 9, 7, 5, 4, 3, 1]"
10023_at,10052_at,7,8,132,213.99999968707561,585.6000061612576,0.3654371540907158,"[0, 6, 9, 8, 7, 5, 3]"
10007_at,10087_at,9,23,132,221.19999630376697,569.6000007446855,0.3883426896323276,"[5, 7, 8, 9, 8, 6, 4, 3, 0]"
10019_at,10137_at,7,14,132,282.19999512657523,693.0999807082117,0.40715625881019707,"[3, 4, 5, 8, 7, 6, 1]"
10007_at,10089_at,8,2,132,214.5000034943223,576.40002341941,0.37213739552235264,"[8, 9, 7, 5, 4, 3, 2, 0]"
10088_at,10170_g_at,8,16,132,217.5999979954213,544.0999811980873,0.39992649423783183,"[6, 7, 9, 7, 5, 4, 3, 1]"
10045_at,10170_g_at,9,16,132,202.7000009547919,531.600002432242,0.38130173067602297,"[3, 5, 7, 8, 9, 7, 5, 3, 1]"
10114_at,10125_at,9,12,132,200.00000949949026,535.0999999791384,0.3737619314283079,"[0, 1, 4, 9, 6, 5, 4, 2, 1]"
10080_at,10107_at,8,18,132,196.90001499839127,519.299996085465,0.3791642913203219,"[0, 1, 3, 9, 6, 4, 3, 2]"
10111_at,10186_s_at,8,13,132,200.39998344145715,531.5000016707927,0.3770460636152236,"[5, 9, 8, 7, 6, 4, 3, 1]"
10097_at,10138_g_at,9,27,132,224.79999461211264,552.1000130102038,0.40717259430305053,"[1, 3, 4, 6, 7, 8, 6, 5, 3]"
10067_at,10188_at,9,23,132,218.700006371364,619.9000054039061,0.3527988457249107,"[2, 3, 4, 5, 6, 7, 9, 8, 7]"
10007_at,10037_at,9,8,132,224.6999938506633,577.8000049758703,0.388888874897201,"[5, 8, 9, 7, 5, 4, 2, 1, 0]"
10039_s_at,10173_at,8,6,132,215.4999820049852,572.2999921999872,0.37655073377963616,"[1, 3, 5, 7, 4, 2, 1, 0]"
10023_at,10089_at,8,26,132,215.20000882446766,607.0999952498823,0.35447209769107535,"[0, 3, 5, 7, 8, 7, 5, 2]"
10005_at,10124_at,9,4,132,231.79998970590532,625.7999921217561,0.37040586868656616,"[5, 6, 7, 9, 8, 7, 6, 4, 3]"
10056_at,10109_at,9,3,132,236.1000224482268,642.3000013455749,0.36758527472149044,"[4, 6, 9, 7, 5, 4, 3, 1, 0]"
10058_at,10146_at,9,3,132,237.50000400468707,639.1000060830265,0.37161633820080586,"[7, 9, 8, 7, 5, 4, 3, 1, 0]"
10005_at,10158_at,9,3,132,230.99998361431062,656.5999938175082,0.3518123450950161,"[3, 5, 9, 8, 7, 6, 4, 2, 1]"
10058_at,10123_at,7,27,132,231.70001804828644,629.2999896686524,0.36818690902932366,"[0, 3, 4, 5, 6, 7, 6]"
10001_at,10187_at,10,6,132,253.50000942125916,670.300010824576,0.3781888786029015,"[3, 4, 6, 7, 8, 6, 4, 3, 2, 0]"
10007_at,10067_at,8,8,132,254.30001551285386,695.2999974600971,0.36574143023414585,"[8, 9, 8, 7, 5, 4, 1, 0]"
10066_s_at,10159_at,9,20,132,252.30000028386712,668.9000001642853,0.37718642580639994,"[2, 3, 4, 5, 7, 8, 9, 8, 7]"
10005_at,10143_at,10,13,132,250.80001796595752,689.499982399866,0.36374187725578433,"[1, 2, 8, 9, 8, 7, 6, 4, 2, 0]"
10012_at,10179_at,9,13,132,251.60002405755222,710.4999967850745,0.35411685460381637,"[5, 7, 8, 9, 6, 4, 3, 2, 1]"
10001_at,10040_at,9,13,132,256.2000008765608,706.7999977152795,0.3624787800010237,"[1, 3, 4, 6, 8, 7, 6, 3, 1]"
